id	k	c	t1	t2	j	p	a	s	z	v	n	m	b	o
851	2	1	Ing.		Miroslav	Kalousek	49	M	poslanec PS PČR	721	721	1	Bechyně	4965
676	2	1	Ing. Bc.		Radek	Staufčík	28	M	insolvenční správce	723	723	0	Blatnice pod Svatým Antonínkem	2013
1136	2	1			Jan	Žižka	65	M	hasič	724	724	0	Kladno	68896
1152	3	1	Ing.		Jaromír	Talíř	59	M	náměstek ministra kultury	1	1	0	České Budějovice	94229
1180	3	1	Ing.		Alois	Pavlíčko	48	M	státní zam., krajinný ekolog	5	5	0	Prachatice	10706
1255	3	1	Mgr.		Vítězslav	Jandák	62	M	poslanec PS PČR	7	7	1	Chlum u Třeboně	1918
1161	3	1	Ing.		Jan	Mikulecký	34	M	spec. výb. pojist.,předs. str.	24	24	0	Praha	1335084
1319	3	1	JUDr.		Vojtěch	Filip	55	M	poslanec PS PČR	47	47	1	České Budějovice	94229
1289	3	1	Ing.		Jan	Bauer	41	M	starosta	53	53	1	Prachatice	10706
1327	3	1			Zdeňka	Trefná	63	F	vedoucí dopravy	98	98	0	České Budějovice	94229
1242	3	1	Ing.		Marie	Paukejová	55	F	sociálně právní poradkyně	137	137	0	České Budějovice	94229
1181	3	1	Ing.		Viktor	Paggio	28	M	živnostník	144	144	1	České Budějovice	94229
1311	3	1			Vlastimil	Vach	38	M	stavební manažer	156	156	0	Lom	123
1426	3	1	Mgr. Bc.	MPA	Eva	Veselá	51	F	podnikatelka	714	714	0	Písek	30379
1386	3	1			Ladislav	Klein	53	M	podnikatel	717	717	0	České Budějovice	94229
1337	3	1	Ing.		Václav	Princ	61	M	ředitel	718	718	0	Vráto	425
1204	3	1			Václav	Vašek	33	M	redaktor	720	720	0	České Budějovice	94229
1420	3	1	JUDr.		Vlasta	Parkanová	58	F	poslankyně PS PČR	721	721	1	Sezimovo Ústí	7176
1233	3	1			Jan	Kozár	31	M	manažer	723	723	0	Vimperk	7400
1310	3	1	Mgr.		František	Pohanka	53	M	advokát	724	724	0	Litvínovice	2613
1546	4	1	Ing.		Jiří	Lodr	48	M	ředitel Diecézní charity Plzeň	1	1	0	Plzeň	175219
1596	4	1			Martin	Marek	28	M	student	5	5	0	Plzeň	175219
1558	4	1	Ing.		Václav	Votava	53	M	poslanec PS PČR	7	7	1	Stříbro	7687
1512	4	1			Karel	Macháček	42	M	analytik	24	24	0	Praha	1335084
1632	4	1	Ing.		Karel	Šidlo	52	M	poslanec PS PČR	47	47	1	Bezděkov	949
1532	4	1	JUDr.		Jiří	Pospíšil	34	M	poslanec, děkan FP ZČU	53	53	1	Plzeň	175219
1654	4	1	Ing. arch.		Oldřich	Kodeda	51	M	architekt	55	55	0	Plzeň	175219
1498	4	1	MUDr.		Oldřich	Štembera	61	M	lékař, angažovaný občan	98	98	0	Plzeň	175219
1538	4	1			Romana	Assadová	38	F	podnikatelka	137	137	0	Plzeň	175219
1448	4	1	Mgr.		Jaroslav	Škárka	39	M	živnostník	144	144	1	Praha	1335084
1703	4	1			Jiří	Štěpánek	38	M	obchodní referent	156	156	0	Teplice	49705
1663	4	1			Jiří	Fejfar	53	M	starosta obce	175	175	0	Střížovice	383
1551	4	1	prof.		Miloslav	Bednář	61	M	akademický pracovník	714	714	0	Praha	1335084
1726	4	1	Ing.		Miroslav	Skála	49	M	podnikatel, člen městské rady	718	718	0	Mýto	1526
1549	4	1	Ing.		Jiří	Rezek	27	M	výzkumný pracovník	720	720	0	Mariánské Lázně	12752
1711	4	1	Ing.		Jaroslav	Lobkowicz	67	M	podnikatel	721	721	1	Plzeň	175219
1661	4	1	Bc.	Dis.	Jakub	Voráček	26	M	student	723	723	0	Brno	382405
1530	4	1	Ing.	MBA	Vladimír	Gabriel	51	M	vedoucí inv. a majetkov.odboru	724	724	0	Plzeň	175219
1775	5	1	Doc. JUDr.	Ph.D., D.E.A.	Pavel	Svoboda	48	M	diplomat, vysokoškolský učitel	1	1	0	Praha 6	1335084
1934	5	1			Tomáš	Kubát	45	M	ekonom	5	5	0	Cheb	31920
1859	5	1	Ing.	CSc.	Jaroslav	Fiala	54	M	poslanec PS PČR	7	7	0	Karlovy Vary	48319
1889	5	1	Ing.		Pavol	Krištof	47	M	městský ředitel Armády spásy	24	24	0	Valašské Meziříčí	22149
1750	5	1	Ing.		Pavel	Hojda	57	M	vedoucí pracovník	47	47	1	Cheb	31920
1853	5	1	Ing.		Miloš	Patera	48	M	poslanec PS PČR	53	53	0	Karlovy Vary	48319
1801	5	1			Miroslav	Černota	52	M	pracovník ve školství	98	98	0	Ostrov	16491
1792	5	1	MUDr.		Věra	Procházková	56	F	lékařka	137	137	0	Karlovy Vary	48319
1923	5	1	Mgr.		Dalibor	Sadovský	36	M	vedoucí úředník	144	144	0	Praha 1	1335084
1837	5	1			Martin	Zbela	32	M	šéfredaktor Dělnických listů	156	156	0	Jihlava	51125
1793	5	1	Ing.		Václav	Jakl	54	M	ředitel sociální služby	714	714	0	Cheb	31920
1882	5	1	Ing.		František	Šnajdauf	56	M	podnikatel, opoziční zastup.	718	718	0	Františkovy Lázně	5412
1748	5	1	Ing.		Petr	Třešňák	27	M	projektant	720	720	0	Mariánské Lázně	12752
1871	5	1	Ing.		Josef	Malý	56	M	ekonom, zastupitel KVK	721	721	0	Karlovy Vary	48319
1851	5	1	Ing.		Pavel	Mach	61	M	zahradní inženýr	723	723	0	Dolní Dunajovice	1690
1877	5	1	MgA.		Vladislav	Kučík	52	M	spisovatel	724	724	0	Praha 2	1335084
2055	6	1	Ing.		František	Růžička	51	M	tajemník MÚ Krupka	1	1	0	Krupka	12547
2156	6	1	RNDr.		Martin	Bursík	50	M	ekolog, poslanec PČR	5	5	0	Praha	1335084
2104	6	1	Ing.		Jiří	Paroubek	57	M	předseda ČSSD, poslanec	7	7	1	Praha	1335084
2148	6	1	RNDr.		Marek	Belza	44	M	nakladatel	24	24	0	Krásná Lípa	3428
2012	6	1	Ing.		Josef	Šenfeld	48	M	poslanec PS PČR	47	47	1	Hoštka	1744
1964	6	1	Mgr.		Petr	Gandalovič	45	M	poslanec PČR	53	53	1	Ústí nad Labem	91982
2046	6	1	Bc.		Jaroslav	Krejsa	52	M	manažer zakázek	98	98	0	Klášterec nad Ohří	14365
2178	6	1	Ing.		Bronislav	Schwarz	43	M	ředitel městské policie Most	137	137	0	Lom	3695
2258	6	1	Mgr.		Milan	Šťovíček	52	M	ředitel SOŠ	144	144	1	Litvínov	23489
2121	6	1			Petr	Kotáb	34	M	operátor výroby	156	156	0	Kadaň	18133
1974	6	1	MUDr.		Vlastimil	Woznica	43	M	lékař	714	714	0	Most	65341
2140	6	1			Ladislav	Matuška	39	M	manažer	720	720	0	Most	65341
2105	6	1	Dr. Ing.		Jaromír	Drábek	45	M	předseda Mez.obch.komory v ČR	721	721	1	Jablonec nad Nisou	45317
2017	6	1			Miroslav	Špunda	55	M	manažer	723	723	0	Hluchov	350
2201	6	1	Ing.		Miloš	Zeman	65	M	důchodce	724	724	0	Praha	1335084
2278	7	1	Ing.		Roman	Kumpošt	47	M	podnikatel	1	1	0	Liberec	104261
2328	7	1	Mgr.		Martina	Pokorná	35	F	právnička	5	5	0	Turnov	14391
2424	7	1			Pavel	Ploc	45	M	poslanec PS PČR	7	7	1	Harrachov	1335
2344	7	1	PhDr.		Miroslav	Sládek	59	M	politik	11	11	0	Brno	382405
2290	7	1	RNDr.	CSc.	Otto	Jarolímek	49	M	VŠ pedagog a podnikatel	24	24	0	Turnov	14391
2367	7	1	JUDr.		Marie	Nedvědová	53	F	advokátka	47	47	1	Česká Lípa	37361
2311	7	1	Bc.		Zdeněk	Mach	57	M	poslanec PS PČR	53	53	0	Semily	8311
2399	7	1			Eduard	Seibert	62	M	stavitel, analytik, publicista	98	98	0	Jilemnice	5417
2443	7	1			Zbyněk	Štěpán	60	M	důchodce	121	121	0	Paceřice	360
2479	7	1	MUDr.		Zuzana	Chytrá	55	F	dětská lékařka	137	137	0	Ohrazenice	1126
2384	7	1			Petr	Skokan	47	M	předseda Euroregionu Nisa	144	144	1	Česká Lípa	37361
2338	7	1			Jindřich	Nestler	34	M	administrátor	156	156	0	Harrachov	1335
2401	7	1			Martin	Hrnčíř	37	M	finanční poradce	714	714	0	Vyskeř	407
2315	7	1	Ing. arch.		Vladislav	Hron	63	M	architekt	718	718	0	Liberec	104261
2417	7	1	PhDr.		Ivan	Bartoš	30	M	databázový architekt	720	720	0	Praha	1335084
2352	7	1	Mgr.		Václav	Horáček	53	M	starosta	721	721	1	Železný Brod	6011
2421	7	1			Robin	Hisem	24	M	student	723	723	0	Bruntál	15908
2423	7	1	Mgr.		Věra	Dunajčíková	52	F	ředitelka školy	724	724	0	Frýdlant	7478
2561	8	1	JUDr.		Cyril	Svoboda	53	M	poslanec	1	1	0	Praha	1335084
2761	8	1	PhDr.	CSc.	Jiřina	Šiklová	74	F	socioložka	5	5	0	Praha	1335084
2734	8	1	Ing.		Hana	Orgoníková	63	F	stavební inženýrka, poslankyně	7	7	1	Hradec Králové	92683
2737	8	1	Ing.		Jiří	Špetla	45	M	místostarosta Svobody nad Úpou	24	24	0	Svoboda nad Úpou	2057
2711	8	1	Mgr.		Soňa	Marková	47	F	poslankyně PS PČR	47	47	1	Náchod	19688
2714	8	1	MUDr.		Jozef	Kochan	64	M	poslanec PS PČR, lékař	53	53	0	Trutnov	29958
2528	8	1			Petr	Lukáček	51	M	podnikatel	98	98	0	Mladé Buky	2313
2619	8	1	Bc.		Jiří	Procházka	27	M	speciální pedagog	137	137	0	Hradec Králové	92683
2638	8	1	Mgr.		Jan	Hrdina	29	M	publicista, historik	144	144	0	Jaroměř	12324
2552	8	1			Jaroslav	Drtina	25	M	truhlář	156	156	0	Červený Kostelec	8332
2581	8	1	RNDr.		Jan	Šebelík	55	M	matematik	714	714	0	Lázně Bělohrad	3677
2690	8	1			Josef	Nový	67	M	důchodce	717	717	0	Praha	1335084
2608	8	1	Ing.		Karel	Jára	52	M	spolumajitel stavební firmy	718	718	0	Hronov	6075
2558	8	1			Kamil	Horký	31	M	vedoucí IT oddělení	720	720	0	Hořenice	151
2703	8	1	doc. MUDr.	CSc.	Leoš	Heger	62	M	lékař	721	721	1	Hradec Králové	92683
2657	8	1	Ing.		Josef	Hisem	54	M	živnostník	723	723	0	Bruntál	15908
2731	8	1			Jan	Patzelt	42	M	starosta obce	724	724	0	Malá Úpa	147
2973	9	1	Ing.		Roman	Línek	46	M	náměstek hejtmana Pard. kraje	1	1	0	Pardubice	91755
3034	9	1	Bc.		Lucie	Horváthová	28	F	sociální antropoložka	5	5	0	Pardubice	91755
2955	9	1	Ing.		Miroslav	Váňa	49	M	poslanec	7	7	1	Pardubice	91755
2859	9	1	Ing.		Bronislav	Stebel	52	M	vedoucí technicko-ekon. úseku	24	24	0	Vendryně	4538
2798	9	1	Mgr.	CSc.	Václav	Snopek	58	M	poslanec PS PČR	47	47	0	Pardubice	91755
2913	9	1			Daniel	Petruška	38	M	poslanec Parlamentu ČR	53	53	0	Pardubice	91755
2928	9	1			František	Kazilovský	53	M	politický analytik,nez.novinář	98	98	0	Lázně Bohdaneč	3541
3016	9	1	MUDr.		Wesselin	Toppisch	66	M	lékař-chirurg, člen výkonné r.	137	137	0	Ústí nad Orlicí	14209
2790	9	1	Ing. arch.		Miroslav	Petráň	58	M	architekt	144	144	0	Pardubice	91755
2906	9	1			Vladimír	Jirásek	49	M	řidič	156	156	0	Lázně Bohdaneč	3541
2912	9	1			Josef	Káles	60	M	důchodce	714	714	0	Liboměřice	153
2849	9	1	Ing.		Robert	Říha	54	M	projektový manažer	718	718	0	Praha	1335084
2885	9	1			Miroslav	Kmínek	53	M	podnikatel	720	720	0	Pardubice	91755
3035	9	1	Bc.		Pavel	Severa	45	M	poslanec PS PČR	721	721	0	Litomyšl	10240
2988	9	1			Jan	Balcárek	50	M	podnikatel	723	723	0	Bruntál	15908
2985	9	1			Tomáš	Vagenknecht	47	M	manažer prodeje	724	724	0	Chrast	3148
3090	10	1	Ing. Bc.		Jan	Kasal	58	M	místopředseda PS PČR	1	1	0	Žďár nad Sázavou	20485
3198	10	1	Ing.		Tomáš	Hermann	44	M	radní pro šk., kul. a soc.věci	5	5	0	Havlíčkův Brod	23255
3187	10	1	Mgr.		František	Bublan	59	M	poslanec PČR	7	7	1	Veverská Bítýška	3441
3141	10	1	RNDr.		Čestmír	Hofhanzl	68	M	biolog	24	24	0	Telč	5257
3250	10	1	Ing.		Pavel	Kováčik	54	M	poslanec PS PČR	47	47	1	Hrotovice	1773
3239	10	1			Miroslava	Němcová	57	F	poslankyně PS PČR	53	53	1	Žďár nad Sázavou	20485
3162	10	1			Antonín	Zejda	59	M	finanční analytik a poradce	98	98	0	Třebíč	35107
3115	10	1	Ing.		František	Halásek	65	M	zemědělský inženýr	137	137	0	Kněžice	1363
3114	10	1	Ing.		Josef	Novotný	58	M	energetik	144	144	1	Bystřice nad Pernštejnem	7982
3156	10	1	Ing.	DiS.	Lubomír	Odehnal	29	M	zaměstnanec vzděl. institutu	156	156	0	Brno	382405
3096	10	1	Bc.		Libor	Novák	54	M	ředitel hotelu	714	714	0	Jihlava	51125
3172	10	1	Ing.		Jiří	Machek	63	M	soukromý zemědělec	718	718	0	Červená Řečice	1006
3142	10	1	Mgr.		Filip	Krška	33	M	IT inženýr	720	720	0	Třebíč	35107
3069	10	1	PaedDr.		Ladislav	Jirků	63	M	rektor Vysoké školy polytech.	721	721	1	Jihlava	51125
3100	10	1			Jitka	Baná	36	F	vedoucí oddělení	723	723	0	Nedvědice	1314
3128	10	1	Ing.		Jaromír	Schling	63	M	OSVČ	724	724	0	Jihlava	51125
3694	11	1	Ing.		Stanislav	Juránek	54	M	ředitel Regionálního odboru	1	1	0	Brno	382405
3539	11	1	Ing.		Jana	Drápalová	47	F	starostka městské části	5	5	0	Brno	382405
3803	11	1	Mgr.		Bohuslav	Sobotka	38	M	poslanec	7	7	1	Slavkov u Brna	7045
3572	11	1	Ing.		Jaroslav	Cabal	57	M	úředník	24	24	0	Hustopeče	5974
3584	11	1	JUDr.		Zuzka	Bebarová-Rujbrová	59	F	poslanec PS PČR	47	47	1	Blansko	20306
3618	11	1	Ing. arch.		Václav	Mencl	67	M	urbanista	53	53	1	Brno	382405
3765	11	1			Luboš	Velecký	49	M	fotograf	55	55	0	Valtice	3582
3759	11	1			Jiří	Novotný	33	M	předseda strany	83	83	0	Bohdalice-Pavlovice	872
3386	11	1	Ing.	CSc.	Petr	Hejl	56	M	živnostník	98	98	0	Brno	382405
3423	11	1	Ing.	DiS.	Andrea	Hudlíková	29	F	ekonomický poradce	137	137	0	Brno	382405
3617	11	1	Mgr.		Josef	Dobeš	46	M	psycholog	144	144	1	Praha	1335084
3775	11	1			Tomáš	Málek	23	M	student	156	156	0	Brno	382405
3516	11	1	Ing.		Tomáš	Foral	44	M	zahr. architekt, soudní znalec	175	175	0	Brno	382405
3856	11	1	Ing.		Pavel	Krajsa	49	M	podnikatel	714	714	0	Brno	382405
3671	11	1			Jan	Zlámal	49	M	obchodní zástupce	718	718	0	Brno	382405
3750	11	1	Bc.		Jaroslav	Kučera	28	M	konfigurační inženýr	720	720	0	Příšovice	1283
3430	11	1	Doc. RNDr.	Ph.D., MBA	Anna	Putnová	49	F	děkanka Fakulty podnikatelské	721	721	1	Brno	382405
3818	11	1	Ing.		Luděk	Lhotský	49	M	živnostník	723	723	0	Brno	382405
3745	11	1	Mgr.		Marian	Keremidský	41	M	místostarosta města Znojmo	724	724	0	Znojmo	33775
4058	12	1	Ing.		Pavel	Horák	45	M	náměstek hejtmana	1	1	0	Grygov	1564
3949	12	1			Tomáš	Hradil	38	M	místopř.Hnutí Brontosaurus	5	5	0	Jeseník	10977
4189	12	1	Ing.		Miloslav	Vlček	49	M	předseda PS Parlamentu ČR	7	7	0	Konice	2753
4126	12	1			Dan	Drápal	61	M	překladatel	24	24	0	Praha	1335084
4001	12	1	RSDr.		Alexander	Černý	57	M	poslanec PS PČR	47	47	1	Olomouc	100514
4137	12	1	MUDr. Mgr.		Ivan	Langer	43	M	poslanec PS PČR	53	53	0	Olomouc	100514
3986	12	1	RNDr.		Miloš	Holzer	58	M	zoolog, ekolog	55	55	0	Olomouc	100514
4205	12	1	Doc. JUDr.	Ph.D.	Jiří	Bílý	57	M	vysokoškolský pedagog UP Olom.	83	83	0	Brno	382405
3979	12	1			Marek	Kořínek	53	M	volný novinář,živnostník	98	98	0	Prostějov	43381
4032	12	1	JUDr.		Jan	Rytíř	41	M	právník neziskové organizace	137	137	0	Velký Týnec	3021
4071	12	1	Ing.		Lenka	Andrýsová	25	F	konzultantka	144	144	1	Černotín	777
4200	12	1			Václav	Prokůpek	37	M	novinář a pedagog	156	156	0	Spálené Poříčí	2873
4191	12	1	Ing.		Marek	Sedláček	33	M	manažer výroby a prodeje	714	714	0	Horka nad Moravou	2561
4089	12	1			František	Pyrolt	45	M	ředitel	718	718	0	Kostelec na Hané	2897
3970	12	1			Dušan	Dvořák	48	M	psychoterapeut	720	720	0	Ludmírov	529
4069	12	1	MUDr.		Jitka	Chalánková	53	F	dětská lékařka	721	721	1	Prostějov	43381
4000	12	1	Ing.	Ph.D.	Petr	Koruna	38	M	OSVČ	723	723	0	Brno	382405
3896	12	1	Mgr.		Radek	Augustin	33	M	projektový manažer	724	724	0	Olomouc	100514
4324	13	1	Ing.		Michaela	Šojdrová	46	F	poslankyně PSP ČR	1	1	0	Kroměříž	28360
4384	13	1	Ing.		František	Šulgan	53	M	sam.odb.pr.Správy CHKO Beskydy	5	5	0	Rožnov pod Radhoštěm	16280
4360	13	1	Ing.		Zdeněk	Škromach	53	M	poslanec PS PČR	7	7	1	Rohatec	3495
4347	13	1	Ing.		Jaroslav	Bezděk	77	M	revizní technik	24	24	0	Olomouc	100514
4416	13	1	RNDr.		Vladimír	Koníček	46	M	poslanec Parlamentu ČR	47	47	1	Boršice	2159
4316	13	1	RNDr.		Petr	Nečas	45	M	poslanec PSP ČR	53	53	1	Rožnov pod Radhoštěm	16280
4536	13	1	Ing.		Jiří	Blechta	58	M	OSVČ	83	83	0	Rožnov pod Radhoštěm	16280
4359	13	1	MUDr.		Radek	Hon	63	M	odborný lékař	98	98	0	Uherské Hradiště	25001
4406	13	1	Ing.		Pavel	Muroň	51	M	podnikatel	137	137	0	Vsetín	25782
4237	13	1	PhDr.		Martin	Vacek	38	M	odborný terapeut	144	144	1	Zlín	74478
4321	13	1	Ing.		Martin	Košťál	28	M	prezident asociace trenérů	156	156	0	Praha 5	1335084
4274	13	1			Věra	Hubená	62	F	jednatelka cestovní agentury	714	714	0	Otrokovice	17592
4392	13	1	Ing.		Stanislava	Trlicová	25	F	ekonomka	718	718	0	Vsetín	25782
4271	13	1	Ing.		Petr	Stehlík	37	M	programátor	720	720	0	Zlín	74478
4408	13	1	Mgr.		Petr	Gazdík	35	M	starosta	721	721	1	Suchá Loz	1151
4418	13	1			Marta	Kolečkářová	49	F	kuchařka	723	723	0	Košíky	410
4367	13	1			Petr	Vladovič	24	M	starosta obce	724	724	0	Slavkov	664
4775	14	1	Ing.		Jiří	Carbol	51	M	poslanec	1	1	0	Dobrá	3233
4607	14	1			Ladislav	Vrchovský	61	M	novinář, publicista	5	5	0	Ostrava	284982
4999	14	1	PhDr.		Lubomír	Zaorálek	53	M	místopředseda PS	7	7	1	Ostrava	284982
4618	14	1	Mgr.		Vladislav	Szkandera	49	M	pastor	24	24	0	Orlová	28330
5046	14	1	Ing.		Kateřina	Konečná	29	F	poslankyně Parlamentu ČR	47	47	1	Nový Jičín	23151
4767	14	1	Mgr.		Pavel	Drobil	38	M	právník	53	53	1	Bohumín	20308
4833	14	1	Ing.		Zdeněk	Zbožínek	60	M	budoucí poslanec	83	83	0	Brno	382405
4780	14	1	Ing.		Zdeněk	Müller	33	M	ekonom	98	98	0	Orlová	28330
4945	14	1	Ing.		Jana	Bobošíková	45	F	ekonom, vysokoškolský pedagog	137	137	0	Praha	1335084
4638	14	1			Kristýna	Kočí	25	F	odborná konzultantka	144	144	1	Ostrava	284982
4800	14	1	Mgr.		Václav	Komárek	66	M	emeritní ředitel-pedagog	156	156	0	Ostrava	284982
4847	14	1			Martin	Jochim	40	M	obchodní zástupce	714	714	0	Hlubočec	574
4706	14	1	Ing.		Jan	Soustružník	47	M	technický ředitel	718	718	0	Ostrava	284982
4745	14	1			Robert	Adámek	31	M	grafik	720	720	0	Ostrava	284982
4770	14	1			Pavol	Lukša	47	M	starosta Čeladné	721	721	1	Čeladná	2868
4818	14	1	Ing.		René	Siejka	48	M	OSVČ	723	723	0	Vendryně	4538
5028	14	1	JUDr.		Matej	Zachveja	58	M	advokát	724	724	0	Ostrava	284982
320	1	2	MUDr.		Marián	Hošek	59	M	náměstek ministra MPSV	1	1	0	Praha	1335084
182	1	2			Eva	Matoušková	58	F	fotografka	2	2	0	Praha	1335084
270	1	2	Ing.	Ph.D	Zuzana	Drhová	46	F	soc. ek., zastupitelka Prahy	5	5	0	Praha	1335084
200	1	2	JUDr.	Ph.D.	Petr	Hulinský	42	M	předseda fin.výboru Zast.HMP	7	7	1	Praha	1335084
518	1	2	Ing.		Jiří Pavel	Pešek	52	M	pedagog, diplomat	24	24	0	Praha	1335084
178	1	2	Mgr.		Marta	Semelová	50	F	učitelka	47	47	1	Praha	1335084
323	1	2	MUDr.		Pavel	Bém	46	M	primátor hlavního města Prahy	53	53	1	Praha	1335084
342	1	2	Ing.		Jindřich	Jenček	77	M	ekonom	55	55	0	Praha	1335084
17	1	2			Jan	Berger	54	M	fotbalový internacionál	98	98	0	Praha	1335084
489	1	2	Mgr.		Lenka	Rosková	41	F	vysokoškolská pedagožka	100	100	0	České Budějovice	94229
264	1	2			Silvia	Weiszová	42	F	OSVČ, předsedkyně obč. sdruž.	137	137	0	Praha	1335084
137	1	2	Mgr.		Karolína	Peake	34	F	právnička, zastupitelka	144	144	1	Praha	1335084
524	1	2			Jiří	Petřivalský	27	M	obchodník	156	156	0	Praha	1335084
269	1	2			Milan	Smrž	62	M	chemik	199	199	0	Praha	1335084
386	1	2	Ing.		Jiří	Kubíček	30	M	podnikatel v IT	714	714	0	Praha	1335084
103	1	2			Jiří	Zeman	58	M	podnikatel - OSVČ	717	717	0	Praha	1335084
532	1	2	Ing.		Ivan	Pilný	65	M	konzultant,manažer,podnikatel	718	718	0	Praha	1335084
36	1	2			Gabriela	Antošová	33	F	supervizor	720	720	0	Mladá Boleslav	44506
568	1	2	JUDr.		Stanislav	Polčák	30	M	vysokoškolský pedagog	721	721	1	Praha	1335084
592	1	2			Petr	Nezhyba	29	M	účetní	723	723	0	Prostějov	43381
26	1	2	Bc.		Andrea	Kailová	29	F	podnikatel	724	724	0	Praha	1335084
866	2	2			Karel	Kroupa	50	M	místostarosta města Vlašim	1	1	0	Vlašim	11496
980	2	2	Ing.	CSc.	Jiří	Janata	46	M	vědecký prac., místostarosta	5	5	0	Psáry	4154
1090	2	2	MUDr.		David	Rath	44	M	lékař	7	7	2	Hostivice	8917
847	2	2			Ljulin	Christov	68	M	podnikatel	11	11	0	Kosmonosy	5176
991	2	2			Milan	Paumer	79	M	účas.III. odboje,taxi,živnost.	24	24	0	Poděbrady	14469
611	2	2	Bc.		Miloslava	Vostrá	45	F	poslankyně PS PČR	47	47	1	Braškov	1098
950	2	2			Petr	Tluchoř	42	M	poslanec	53	53	1	Brandýs nad Labem-Stará Boleslav	19420
872	2	2	Mgr.		Petr	Nohel	31	M	universitní pracovník	55	55	0	Roztoky	8783
781	2	2			Milan Miki	Pešula	50	M	živnostník	98	98	0	Kladno	68896
682	2	2	Mgr.		Petr	Hannig	64	M	hudební skladatel a vydavatel	137	137	0	Praha	1335084
1009	2	2	Ing.		Lukáš	Kalenský	31	M	zaměstnanec	138	138	0	Poříčany	1569
850	2	2	Ing.		Radim	Vysloužil	29	M	ekonom	144	144	1	Čelákovice	12293
946	2	2			Jiří	Holoubek	40	M	stavbyvedoucí	156	156	0	Praha	1335084
