id	k	c	t1	t2	j	p	a	s	z	v	n	m	b	o
150	1	1			František	Matějka	46	M	předseda hnutí, zakladatel a ředitel o.p.s.	1178	1178	0	Most	65341
563	1	1			Ladislav	Vízek	62	M	fotbalový expert	1182	1182	0	Praha	1335084
600	1	1			Petra	Davidová	41	F	OSVČ	1183	1183	0	Praha	1335084
659	1	1	Mgr.	Ph.D., LL.M.	Vít	Hrnčiřík	37	M	advokát, autor odborných publikací	1184	1184	0	Praha	1335084
1324	2	1	PhDr.		Ivan	Gabal	66	M	sociolog, poslanec PSP	1	1	0	Praha	1335084
1146	2	1	Ing.		Karel	Janko	74	M	zastupitel, ekonom	2	2	0	Podolanka	580
1524	2	1	Mgr.	CSc.	Petr	Štěpánek	52	M	starosta, přírodovědec	5	5	0	Praha	1335084
1401	2	1			Jan	Hamáček	38	M	předseda Poslanecké sněmovny	7	7	1	Mladá Boleslav	44506
1574	2	1	JUDr.		Stanislav	Grospič	53	M	právník	47	47	1	Mladá Boleslav	44506
965	2	1	Ing. et Ing.		Jan	Skopeček	37	M	ekonom a pedag.,radní pro vzděl. a sport Stč.kraje	53	53	1	Hořovice	6939
1337	2	1	JUDr.		Jitka	Lenková	54	F	právník	137	137	0	Statenice	1603
1566	2	1	Mgr.		Jana	Volfová	59	F	učitelka, místopředsedkyně Bloku proti islámu	155	155	0	Praha	1335084
861	2	1		dr. h. c.	Alena	Poláčková	56	F	předsedkyně KO DSSS Středočeského kraje	156	156	0	Týnec nad Sázavou	5699
1548	2	1	Mgr.		Vít	Rakušan	39	M	starosta Kolína, středoškolský učitel	166	166	1	Kolín	32490
1115	2	1	Mgr.		Luboš	Zálom	36	M	IT specialista, živnostník	714	714	0	Beroun	19988
1386	2	1	PhDr.	Ph.D.	Ivan	Bartoš	37	M	systémový architekt	720	720	1	Praha	1335084
1116	2	1	Ing.		Miroslav	Kalousek	56	M	poslanec, předseda TOP 09	721	721	1	Bechyně	4965
1009	2	1	genmjr. v.v. Ing.		Hynek	Blaško	62	M	krajský zastupitel	724	724	0	Třebíč	35107
906	2	1	Ing.		Andrej	Babiš	63	M	předseda hnutí ANO 2011, poslanec	768	768	1	Průhonice	2902
1326	2	1			Michal	Kadluba	43	M	podnikatel	769	769	0	Vyšehořovice	665
1464	2	1			Tomio	Okamura	45	M	poslanec Poslanecké sněmovny Parlamentu ČR	1114	1114	1	Praha	1335084
1226	2	1	Mgr.		Dušan	Kučera	55	M	podnikatel	1125	1125	0	Beroun	19988
928	2	1			Martin	Kuruc	28	M	ředitel	1127	1127	0	Chomutov	48349
1382	2	1			Vladimír	Novák	40	M	ředitel hotelu	1173	1173	0	Lány	2291
1503	2	1	Ing.	CSc.	Antonín	Fryč	64	M	ředitel společnosti	1176	1176	0	Psáry	4154
974	2	1	Mgr.		Jaroslav	Kuchař	54	M	podnikatel, strategický konzultant	1177	1177	0	Přišimasy	830
1211	2	1	Ing.		Karel	Zvára	41	M	ekonom, jednatel, systémový architekt	1178	1178	0	Týnec nad Sázavou	5699
1605	2	1	Ing.		Miroslav	Daniel	53	M	ředitel společnosti	1182	1182	0	Brno	382405
1607	2	1			Ferdinand	Chalupa	61	M	OSVČ	1183	1183	0	Žiželice	1803
1138	2	1			Martin	Vlček	36	M	ředitel společnosti, manažer	1184	1184	0	Praha	1335084
1765	3	1	Ing.		Jan	Bartošek	45	M	místopředseda Poslanecké sněmovny	1	1	1	Dačice	7192
1767	3	1	Ing.		Marie	Paukejová	62	F	sociálně právní poradce, mpř. ANS pro vyst. z EU	2	2	0	České Budějovice	94229
1835	3	1	doc. Dr. phil.		Pavel	Himl	46	M	vysokoškolský učitel, zastupitel	5	5	0	Praha	1335084
1685	3	1	JUDr.		Ondřej	Veselý	41	M	advokát	7	7	1	Písek	30379
1885	3	1	JUDr.		Vojtěch	Filip	62	M	poslanec Parlamentu České republiky	47	47	1	České Budějovice	94229
2052	3	1	RNDr.		Jan	Zahradník	68	M	poslanec	53	53	1	České Budějovice	94229
1965	3	1	Ing.		Miloš	Benedikt	59	M	manažer kvality	137	137	0	Strakonice	22428
1807	3	1			Eva	Jarešová	49	F	oční optik	155	155	0	Třeboň	8150
1720	3	1			Roman	Pospíšil	51	M	zast. města Větřní, předseda KO DSSS Jižní Čechy	156	156	0	Větřní	3824
1741	3	1	Bc.		Jiří	Švec	41	M	starosta města Lišov, člen Rady Jihočeského kraje	166	166	0	Lišov	4503
1891	3	1	Ing.	MBA	Jaroslav	Marsa	57	M	projektový manažer	714	714	0	Drahov	151
1826	3	1			Lukáš	Kolářík	33	M	živnostník, freelancer	720	720	1	Katovice	1338
1707	3	1	Mgr.		Pavel	Klíma	46	M	ředitel školy	721	721	0	Malšice	1850
1680	3	1			Petr	Martan	59	M	řed. organ.,poradce a publicista v obl. lesn. a ŽP	724	724	0	Čkyně	1616
1666	3	1	Ing.		Radka	Maxová	48	F	poslankyně PSP ČR	768	768	1	Tábor	34119
2079	3	1			Lenka	Jančíková	33	F	prodavačka	769	769	0	Písek	30379
2002	3	1			Miloslav	Rozner	40	M	manažer	1114	1114	1	Týn nad Vltavou	7887
1958	3	1	PhDr.		Pavel	Novák	62	M	důchodce	1125	1125	0	Jindřichův Hradec	21169
1766	3	1			Richard	Svoboda	52	M	podnikatel	1127	1127	0	České Budějovice	94229
1731	3	1	Mgr.		Edita	Mrkousová	49	F	podnikatelka, ředitelka firmy	1173	1173	0	Praha	1335084
1779	3	1	Ing.	Ph.D., MBA	Jiří	Horecký	39	M	prezident Unie zaměstnavatelských svazů ČR	1176	1176	0	Tábor	34119
1839	3	1	PhDr.		Anita	Beganyová	39	F	ředitelka PR	1177	1177	0	Praha	1335084
1691	3	1	Ing.		Pavel	Hřídel	47	M	manažer, bývalý vojenský pilot	1178	1178	0	Strakonice	22428
1665	3	1			Antonín	Procházka	75	M	olympionik	1182	1182	0	Hrdějovice	1558
2080	3	1	Bc.		Václav	Kubák	27	M	pokladník	1184	1184	0	Český Krumlov	12788
2120	4	1	Bc.		Stanislav	Antoš	50	M	místostarosta města Domažlice	1	1	0	Domažlice	11056
2175	4	1	Ing.		Jaroslav	Tichý	67	M	1. místopředseda ANS pro vystoupení z EU a z NATO	2	2	0	Velké Přítočno	1038
2092	4	1	doc. MUDr.	Ph.D., M.Phil.	Jan	Trnka	39	M	lékař, vědec, VŠ pedagog	5	5	0	Praha	1335084
2508	4	1			Milan	Chovanec	47	M	ministr vnitra ČR	7	7	1	Plzeň	175219
2104	4	1	PhDr.Ing.Mgr.et Mgr.		Jiří	Valenta	51	M	poslanec Parlamentu České republiky	47	47	1	Plzeň	175219
2314	4	1	doc. PaedDr.	Ph.D.	Ilona	Mauritzová	57	F	vysokoškolská učitelka, děkanka FZS ZČU v Plzni	53	53	1	Plzeň	175219
2418	4	1	Ing.		Aleš	Hodina	44	M	ředitel Mezinárodního institutu pro rodinu a dítě	137	137	0	Starý Plzenec	5171
2473	4	1			Radek	Nováček	50	M	místopředseda BPI	155	155	0	Praha	1335084
2378	4	1	Mgr.		Jiří	Štěpánek	45	M	výkonný místopředseda DSSS	156	156	0	Plzeň	175219
2296	4	1	Ing.		Michaela	Opltová	32	F	starostka obce Kozolupy, členka Rady SMO, ekonomka	166	166	0	Kozolupy	1079
2160	4	1	Ing.		Lenka	Brčková	44	F	ekonom na biofarmě, lektor německého jazyka	714	714	0	Plzeň	175219
2328	4	1	Ing.	Ph.D.	Lukáš	Bartoň	36	M	konstruktér, vědecký pracovník	720	720	1	Plzeň	175219
2215	4	1	PhDr.	Ph.D.	Marek	Ženíšek	38	M	poslanec PS PČR	721	721	0	Plzeň	175219
2440	4	1			Jan	Kůrka	74	M	trenér	724	724	0	Plzeň	175219
2231	4	1			Jiří	Franz	63	M	OSVČ	762	762	0	Plzeň	175219
2254	4	1	Ing.		Karla	Šlechtová	40	F	ministryně MMR	768	768	1	Holubice	2089
2166	4	1			Lucie	Páníková Vlčková	38	F	podnikatelka	769	769	0	Plzeň	175219
2404	4	1			Jana	Levová	40	F	jednatelka společnosti, zastupit. Plzeňského kraje	1114	1114	1	Plzeň	175219
2282	4	1			Petr	Neuman	48	M	podnikatel	1125	1125	0	Plasy	2770
2502	4	1	prof. Ing.	DrSc.	Zdeněk	Vostracký	76	M	emeritní rektor ZČU Plzeň, pracovník FEL ZČU	1173	1173	0	Plzeň	175219
2462	4	1	Ing.		Jaroslava	Kunová	67	F	předsedkyně Asociace nemocnic České republiky	1176	1176	0	Štěnovice	2204
2239	4	1	Ing.		Jan	Kubín	53	M	podnikatel	1177	1177	0	Praha	1335084
2431	4	1			Martin	Vais	46	M	podnikatel	1178	1178	0	Příbram	32248
2192	4	1	Mgr.		Martin	Pulpit	50	M	fotbalový trenér	1182	1182	0	Praha	1335084
2261	4	1			Klára	Novotná	24	F	OSVČ	1184	1184	0	Chlum	234
2763	5	1			Oľga	Haláková	69	F	starostka města Bečov nad Teplou, výtvarnice	1	1	0	Bečov nad Teplou	954
2651	5	1	Ing.		Lubomír	Vítek	62	M	starosta	5	5	0	Nejdek	7790
2755	5	1	Ing.		Markéta	Wernerová	34	F	poslankyně Parlamentu ČR, ředitelka společnosti	7	7	0	Karlovy Vary	48319
2568	5	1	Mgr.		Jaroslav	Borka	65	M	poslanec Parlamentu České republiky	47	47	0	Karlovy Vary	48319
2729	5	1	Ing.		Jan	Bureš	43	M	člen rady Karlovarského kraje	53	53	0	Ostrov	16491
2741	5	1	Mgr.		Luděk	Petráň	50	M	učitel ZŠ	137	137	0	Ostrov	16491
2593	5	1	JUDr.		Josef	Kvasnička	67	M	právník	155	155	0	Plesná	1969
2555	5	1	Bc.		Jiří	Froněk	33	M	místopředseda DSSS	156	156	0	Karlovy Vary	48319
2713	5	1	Ing.		Petr	Kulhánek	46	M	primátor města Karlovy Vary, ekonom	166	166	0	Karlovy Vary	48319
2715	5	1	Ing.		Jiří	Pánek	54	M	zeměměřický inženýr	714	714	0	Sokolov	22924
2580	5	1	Ing.		Petr	Třešňák	34	M	starosta Mariánských Lázní, jaderný inženýr	720	720	1	Mariánské Lázně	12752
2634	5	1	Mgr.		Petr	Zahradníček	53	M	místostarosta Lokte, krajský zastupitel, hudebník	721	721	0	Loket	3079
2635	5	1			Miroslav	Procházka	72	M	stavbyvedoucí v.v.	724	724	0	Praha	1335084
2771	5	1	Ing.		Dan	Ťok	58	M	ministr dopravy ČR	768	768	1	Praha	1335084
2621	5	1			Marek	Klement	41	M	podnikatel	769	769	0	Karlovy Vary	48319
2668	5	1			Karla	Maříková	36	F	zdravotní sestra, krajská zastupitelka	1114	1114	1	Ostrov	16491
2784	5	1			Elena	Jahodová	52	F	recepční	1125	1125	0	Karlovy Vary	48319
2648	5	1			Jan	Kuchař	43	M	starosta města Františkovy Lázně	1173	1173	0	Františkovy Lázně	5412
2774	5	1			Tomáš	Ševčík	53	M	podnikatel	1176	1176	0	Karlovy Vary	48319
2664	5	1	Mgr.		Ondřej	Pecák	33	M	právník	1178	1178	0	Praha	1335084
2778	5	1			Miroslav	Procházka	37	M	trenér	1182	1182	0	Brno	382405
3059	6	1	PhDr.	Ph.D.	Michal	Pehr	40	M	vědecký pracovník, historik, člen rady města	1	1	0	Louny	18156
2984	6	1			Pavel	Podmanický	54	M	stavební technik	2	2	0	Všestudy	191
3092	6	1			Petr	Globočník	35	M	sociální pracovník, krajský před. Strany zelených	5	5	0	Litvínov	23489
2858	6	1			Jaroslav	Foldyna	57	M	Poslanec sněmovny Parlamentu ČR,náměstek hejtmana	7	7	1	Děčín	47951
2913	6	1	Ing.		Hana	Aulická Jírovcová	36	F	poslankyně Parlamentu České republiky	47	47	1	Most	65341
3285	6	1	Mgr.		Karel	Krejza	49	M	místostarosta města Litoměřice	53	53	1	Litoměřice	23623
3083	6	1			Adam Benjamin	Bartoš	37	M	OSVČ, publicista, předseda Národní demokracie	137	137	0	Kadaň	18133
3039	6	1			Iva	Procházková	47	F	operátor	155	155	0	Teplice	49705
3003	6	1	Mgr.		Tomáš	Vandas	48	M	předseda DSSS	156	156	0	Velká Buková	280
3172	6	1	Mgr.		Milan	Šťovíček	59	M	místostarosta města Litvínov, učitel	166	166	0	Litvínov	23489
2844	6	1	Ing.		Vladimír	Gregor	59	M	ekonom	714	714	0	Děčín	47951
3132	6	1	Mgr.		Mikuláš	Peksa	31	M	Biofyzik, vývojář software	720	720	1	Litoměřice	23623
3293	6	1	Ing.		Michal	Kučera	49	M	poslanec PSP ČR, člen rady města	721	721	0	Louny	18156
3348	6	1	Mgr.		Petr	Šmíd	53	M	Náměstek hejtmana Ústeckého kraje pro oblast škol.	724	724	0	Varnsdorf	15117
3091	6	1	Mgr.		Richard	Brabec	51	M	ministr životního prostředí	768	768	1	Malíč	186
3179	6	1			Martin	Musil	41	M	podnikatel	769	769	0	Děčín	47951
3231	6	1			Tereza	Hyťhová	22	F	učitelka, zastupitelka Ústeckého kraje	1114	1114	1	Krupka	12547
3230	6	1	PhDr.		Miroslav	Sládek	66	M	předseda strany SPR-RSČ Miroslava Sládka	1125	1125	0	Brno	382405
3332	6	1			Lucie	Novotná	40	F	Podnikatelka	1127	1127	0	Ústí nad Labem	91982
2909	6	1	MUDr.		Klára	Pohanková	30	F	Oční lékařka, Krajská zdravotní Ústí nad Labem	1173	1173	0	Ústí nad Labem	91982
3178	6	1	RNDr.		Jiří	Hynek	56	M	Prezident Asociace obranného a bezpečnost.průmyslu	1176	1176	0	Jesenice	9997
3124	6	1	Bc.		Jan	Dubanič	43	M	konzultant a lektor	1177	1177	0	Ústí nad Labem	91982
2989	6	1	Dr. Ing.		Richard	Hartmann	48	M	člen předs.hnutí,elektrotechnický inženýr, manažer	1178	1178	0	Vědomice	916
3319	6	1			Petr	Dragojevič	42	M	podnikatel	1182	1182	0	Osek	4670
3424	7	1			Václav	Nosek	66	M	úředník, býv. starosta Jablonce n. J. 1991-2010	1	1	0	Jablonec nad Jizerou	1601
3533	7	1	JUDr.		Marie	Nedvědová	61	F	právník ANS pro vystoupení z EU a NATO	2	2	0	Česká Lípa	37361
3640	7	1	Mgr.		Věra	Nováková	42	F	advokátka, bývalá státní zástupkyně	5	5	0	Jablonec nad Nisou	45317
3685	7	1	Mgr.		Michaela	Marksová	48	F	ministryně práce a sociálních věcí	7	7	0	Praha	1335084
3413	7	1	Bc.		Stanislav	Mackovík	50	M	záchranář Zdravot. záchranné služby, poslanec PČR	47	47	0	Pertoltice pod Ralskem	413
3456	7	1	Ing.		Petr	Beitl	50	M	primátor Statutárního města Jablonec nad Nisou	53	53	1	Jablonec nad Nisou	45317
3451	7	1			Pavlína	Dohnalová	45	F	OSVČ	137	137	0	Benešov u Semil	846
3443	7	1			Michaela	Homolková	22	F	obchod. manažerka, předsed. spolku Mladí vlastenci	155	155	0	Doksy	5178
3684	7	1	Ing.		Petr	Benda	46	M	podnikatel	156	156	0	Teplice	49705
3478	7	1			Marek	Pieter	44	M	náměstek hejtmana, bývalý starosta města Desná	166	166	0	Jablonec nad Nisou	45317
3400	7	1			David	Forbelský	45	M	správce systému	714	714	0	Liberec	104261
3705	7	1	Ing.	Ph.D.	Ondřej	Kolek	38	M	chemik - vývoj protikorozní ochrany	720	720	0	Pěnčín	2040
3715	7	1	Mgr.		Václav	Horáček	61	M	poslanec, býv. dlouholetý starosta Železného Brodu	721	721	0	Železný Brod	6011
3728	7	1	Bc.	DiS.	Martina	Sejkorová	52	F	učitelka, krajská zastupitelka	724	724	0	Nový Bor	11582
3501	7	1			Jiří	Bláha	56	M	pekař, podnikatel, muzikant	768	768	1	Liberec	104261
3482	7	1			Jana	Hofmanová	56	F	pečovatelka	769	769	0	Jilemnice	5417
3471	7	1	Ing.		Radovan	Vích	52	M	živnostník, krajský zastupitel	1114	1114	1	Liberec	104261
3726	7	1			Jaroslav	Kopecký	61	M	podnikatel	1125	1125	0	Frýdlant	7478
3519	7	1			Michal	Zonyga	40	M	podnikatel	1127	1127	0	Bozkov	588
3617	7	1	Mgr.		Martina	Rosenbergová	51	F	bývalá primátorka města Liberec, ved. soc. odboru	1173	1173	0	Liberec	104261
3670	7	1	Bc.		Jana	Hnyková	53	F	poslankyně PSP ČR, zdravotní sestra	1176	1176	0	Velké Hamry	2694
3606	7	1	Bc.		Vojtěch	Drahoňovský	38	M	zemědělec	1177	1177	0	Železnice	1318
3510	7	1			Otto	Černý	68	M	pol. vězeň, disident, signatář Charty 77, redaktor	1178	1178	0	Postupice	1387
3554	7	1			Lubomír	Svůra	37	M	trenér ragby	1182	1182	0	Brno	382405
3778	8	1	MVDr.	Ph.D., MPA	Pavel	Bělobrádek	40	M	vicepremiér, předseda	1	1	1	Náchod	19688
4081	8	1			Michal	Kudrnáč	43	M	zastupitel města Náchoda a projektový manažer	5	5	0	Náchod	19688
4183	8	1			Jan	Birke	48	M	starosta města Náchoda	7	7	1	Náchod	19688
3998	8	1	JUDr. PhDr.	Ph.D.	Zdeněk	Ondráček	48	M	poslanec Parlamentu České republiky	47	47	1	Trutnov	29958
3941	8	1	Mgr.		Ivan	Adamec	57	M	poslanec PS PČR, starosta Trutnova	53	53	1	Trutnov	29958
3986	8	1	Mgr.		Václav	Makalouš	39	M	administrativní pracovník v rodinné firmě	137	137	0	Lhota pod Libčany	979
3783	8	1			Beatriz	Motalová	44	F	ostraha	155	155	0	Hradec Králové	92683
4035	8	1	Mgr.		Štěpán	Knézel	67	M	advokát	156	156	0	Teplice	49705
3958	8	1	Mgr.		Josef	Cogan	44	M	starosta, právník, člen správní rady geoparku	166	166	0	Nová Paka	9044
3766	8	1	RNDr.		Jan	Šebelík	62	M	matematik, vývojář software	714	714	0	Lázně Bělohrad	3677
3762	8	1	Ing.		Martin	Jiránek	39	M	krajský zastupitel, zastupitel města Trutnov	720	720	1	Trutnov	29958
4099	8	1	doc. MUDr.	CSc.	Leoš	Heger	69	M	lékař a poslanec Parlamentu ČR	721	721	0	Hradec Králové	92683
3993	8	1	Ing.		Jana	Galbičková	48	F	podnikatelka,zastupitelka města,bývalá starostka	724	724	0	Týniště nad Orlicí	6050
3911	8	1	Ing.		Klára	Dostálová	46	F	náměstkyně Ministerstva pro místní rozvoj	768	768	1	Hořice	8439
4020	8	1	MUDr.	Ph.D.	Karel	Hodík	54	M	lékař	769	769	0	Turnov	14391
3969	8	1			Zdeněk	Podal	64	M	elektrotechnik	1114	1114	1	Hradec Králové	92683
4149	8	1			Radek	Falta	43	M	elektromechanik	1125	1125	0	Havlovice	981
3852	8	1			David	Štěpán	36	M	podnikatel	1127	1127	0	České Meziříčí	1962
3906	8	1	Ing.		Jiří	Staněk	60	M	ekonom	1173	1173	0	Praha	1335084
3844	8	1	Ing.	MPA	Daniela	Lusková	44	F	ředitelka domova pro seniory	1176	1176	0	Chlumec nad Cidlinou	5600
3950	8	1	Ing.		Jaroslav	Záhora	53	M	podnikatel	1177	1177	0	Hradec Králové	92683
3784	8	1			Pavel	Chleborád	45	M	člen předsednictva hnutí, podnikatel	1178	1178	0	Praha	1335084
3881	8	1	Ing.		Robert	Kreuzig	59	M	OSVČ	1182	1182	0	Hradec Králové	92683
3943	8	1	Ing.		Roman	Król	48	M	hlavní účetní	1184	1184	0	Karviná	50902
4424	9	1	Mgr.		Marek	Výborný	41	M	ředitel Gymnázia, Pardubice, Mozartova 449	1	1	1	Heřmanův Městec	4807
4409	9	1	Mgr.		Monika	Horáková	34	F	překladatelka, novinářka	5	5	0	Praha	1335084
4363	9	1	JUDr.		Jan	Chvojka	36	M	ministr, právník	7	7	1	Chrudim	23140
4254	9	1	Mgr.	CSc.	Václav	Snopek	66	M	poslanec Parlamentu České republiky	47	47	0	Pardubice	91755
4367	9	1	prof. Ing.	Dr.	Simeon	Karamazov	53	M	vysokoškolský učitel	53	53	0	Pardubice	91755
4389	9	1	MVDr.		Miroslav	Šafář	55	M	praktický veterinární lékař	137	137	0	Svitavy	16601
4541	9	1		MBA	Roman	Zikmund	51	M	podnikatel	155	155	0	Praha	1335084
4564	9	1			Marek	Nechala	40	M	obchodní zástupce	156	156	0	Vysoké Mýto	12267
4348	9	1	Ing.	MPA	Michaela	Matoušková	38	F	starostka,účetní a ekonomka,lektorka pro veř.spr.	166	166	0	Řečany nad Labem	1370
4218	9	1	Mgr.		Josef	Káles	28	M	zastupitel Chrudimi, politolog	714	714	0	Chrudim	23140
4267	9	1	Bc.		Mikuláš	Ferjenčík	30	M	pražský zastupitel, člen výboru pro územní rozvoj	720	720	1	Praha	1335084
4247	9	1	PharmDr.	Ph.D.	Jiří	Skalický	63	M	primář PKN, poslanec	721	721	0	Pardubice	91755
4290	9	1	Ing.		Miloslav	Soušek	56	M	OSVČ, zastupitel města Vysoké Mýto	724	724	0	Vysoké Mýto	12267
4278	9	1	Ing.		Martin	Kolovratník	42	M	poslanec Parlamentu ČR	768	768	1	Pardubice	91755
4559	9	1			Markéta	Straková	40	F	podnikatelka	769	769	0	Mochov	1418
4405	9	1			Jiří	Kohoutek	52	M	živnostník	1114	1114	1	Horní Jelení	2082
4197	9	1	Dr. Ing. Mgr.		Josef	Šindelář	69	M	středoškolský profesor	1125	1125	0	Týnec nad Labem	2095
4569	9	1	Ing.		Karel	Daňhel	46	M	manažer logistiky (automotive)	1127	1127	0	Opatovice nad Labem	2643
4214	9	1	Mgr.		Zdeněk	Kratochvíl	38	M	ředitel školy	1173	1173	0	Choltice	1193
4537	9	1			Alexander	Tomský	69	M	politolog, publicista	1176	1176	0	Praha	1335084
4468	9	1	Ing.		Martin	Lichtenberk	41	M	personální ředitel	1177	1177	0	Vysoké Mýto	12267
4305	9	1			David	Železný	48	M	galerista a kurátor	1178	1178	0	Praha	1335084
4381	9	1			Věra	Kopecká	57	F	poradce	1182	1182	0	Svitavy	16601
4276	9	1			Jindřich	Fišer	21	M	student	1184	1184	0	Hlinsko	9602
4926	10	1	MUDr.		Vít	Kaňkovský	47	M	lékař, poslanec, krajský zastupitel	1	1	1	Třešť	5682
4608	10	1	PhDr.	Ph.D.	Vladimíra	Vítová	54	F	předsedkyně ANS pro vystoupení z EU a z NATO	2	2	0	Praha	1335084
4826	10	1	Mgr.		Hana Veronika	Konvalinková	44	F	učitelka, lektorka	5	5	0	Počátky	2518
4724	10	1	MUDr.		Jiří	Běhounek	65	M	lékař, hejtman	7	7	1	Pelhřimov	16012
4729	10	1	Ing.		Pavel	Kováčik	62	M	poslanec Parlamentu České republiky	47	47	1	Hrotovice	1773
4763	10	1	Mgr.	MBA	Jan	Tecl	54	M	starosta Havlíčkova Brodu	53	53	0	Havlíčkův Brod	23255
4621	10	1	MUDr.	Ph.D., MBA	Vladimír	Kotek	57	M	primář urologie a klinické onkologie	137	137	0	Brno	382405
5013	10	1			Milan	Čtveráček	40	M	OSVČ	155	155	0	Velké Meziříčí	11452
4934	10	1			Lukáš	Bouma	35	M	dělník	156	156	0	Jivina	474
4755	10	1			Zdeňka	Marková	61	F	ředitelka plav. školy, př. spr. rady Domácí hospic	166	166	0	Nové Město na Moravě	10006
4600	10	1	Ing. Bc.	Ph.D.	Zdeněk	Sadecký	51	M	vědecký pracovník, pedagog	714	714	0	Zbilidy	231
4707	10	1	Bc.		Jan	Pošvář	32	M	programátor, malíř, natěrač	720	720	1	Mnich	396
4624	10	1			Josef	Mladý	40	M	živnostník	721	721	0	Velké Meziříčí	11452
4987	10	1	Ing.		Jan	Veleba	70	M	senátor, krajský zastupitel	724	724	0	Velké Meziříčí	11452
4700	10	1	Ing.		Jaroslav	Faltýnek	55	M	poslanec	768	768	1	Prostějov	43381
4868	10	1			Bořivoj	Zaspal	31	M	kvalitář	769	769	0	Chotěboř	9103
4759	10	1			Radek	Koten	52	M	IT specialista, jednatel společnosti	1114	1114	1	Vojnův Městec	775
4811	10	1			Jakub	Broža	25	M	student	1125	1125	0	Dolní Heřmanice	527
4984	10	1			Zdeňka	Kapičková	50	F	manažerka	1173	1173	0	Brno	382405
5015	10	1			Martin	Lank	41	M	poslanec	1176	1176	0	Jihlava	51125
4874	10	1			Kateřina	Vašáková	39	F	účetní, koordinátorka	1177	1177	0	Jihlava	51125
4775	10	1	Ing.		Monika	Hálová	50	F	podnikatelka	1178	1178	0	Průhonice	2902
4964	10	1	Ing.		Libor	Smejkal	28	M	fotbalový trenér	1182	1182	0	Velké Meziříčí	11452
4673	10	1			David	Hitl	43	M	celník	1184	1184	0	Úvalno	1019
5323	11	1	Mgr.	Ph.D.	Jiří	Mihola	45	M	předseda poslaneckého klubu KDU-ČSL, VŠ učitel	1	1	1	Brno	382405
5631	11	1	Mgr.		Michal	Ševčík	31	M	projektový manažer	2	2	0	Brno	382405
5199	11	1	BcA.		Michal	Berg	37	M	podnikatel v IT	5	5	0	Vsetín	25782
5038	11	1	Mgr.		Bohuslav	Sobotka	45	M	předseda Vlády České republiky	7	7	1	Praha	1335084
5143	11	1	Mgr.		Ivo	Pojezný	56	M	poslanec Parlamentu České republiky	47	47	1	Kyjov	11105
5284	11	1	prof. PhDr.	Ph.D., LL.M.	Petr	Fiala	53	M	předseda ODS, vysokoškolský učitel	53	53	1	Brno	382405
